ABCA1,"ATP-binding cassette, sub-family A (ABC1), member 1"
ABCB1,"ATP-binding cassette, sub-family B (MDR/TAP), member 1"
ABL1,"ABL proto-oncogene 1, non-receptor tyrosine kinase"
ACACB,acetyl-CoA carboxylase beta
ACKR3,atypical chemokine receptor 3
ACSL4,acyl-CoA synthetase long-chain family member 4
ADAM15,ADAM metallopeptidase domain 15
ADAM17,ADAM metallopeptidase domain 17
ADCYAP1,adenylate cyclase activating polypeptide 1 (pituitary)
ADIPOQ,"adiponectin, C1Q and collagen domain containing"
ADIPOR1,adiponectin receptor 1
ADM,adrenomedullin
ADORA3,adenosine A3 receptor
ADRA1A,adrenoceptor alpha 1A
ADRA1B,adrenoceptor alpha 1B
ADRA2A,adrenoceptor alpha 2A
ADRA2B,adrenoceptor alpha 2B
ADRA2C,adrenoceptor alpha 2C
ADRB2,"adrenoceptor beta 2, surface"
ADRBK1,"adrenergic, beta, receptor kinase 1"
AGER,advanced glycosylation end product-specific receptor
AGO2,argonaute RISC catalytic component 2
AGT,"angiotensinogen (serpin peptidase inhibitor, clade A, member 8)"
AGTR1,"angiotensin II receptor, type 1"
AGTR2,"angiotensin II receptor, type 2"
AIF1,allograft inflammatory factor 1
AIMP1,aminoacyl tRNA synthetase complex-interacting multifunctional protein 1
AIMP2,aminoacyl tRNA synthetase complex-interacting multifunctional protein 2
AKAP13,A kinase (PRKA) anchor protein 13
AKT1,v-akt murine thymoma viral oncogene homolog 1
AKT2,v-akt murine thymoma viral oncogene homolog 2
ALOX12,arachidonate 12-lipoxygenase
ALOX15,arachidonate 15-lipoxygenase
ALOX5,arachidonate 5-lipoxygenase
ANGPT1,angiopoietin 1
ANGPT2,angiopoietin 2
ANXA1,annexin A1
APEX1,APEX nuclease (multifunctional DNA repair enzyme) 1
APLN,apelin
APLNR,apelin receptor
APOA1,apolipoprotein A-I
APOBEC3G,"apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3G"
APOH,apolipoprotein H (beta-2-glycoprotein I)
APP,amyloid beta (A4) precursor protein
APPL1,"adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 1"
AQP3,aquaporin 3 (Gill blood group)
AREG,amphiregulin
ARHGAP1,Rho GTPase activating protein 1
ARHGEF2,Rho/Rac guanine nucleotide exchange factor (GEF) 2
ARID5B,AT rich interactive domain 5B (MRF1-like)
ARPC5,"actin related protein 2/3 complex, subunit 5, 16kDa"
ARRB1,"arrestin, beta 1"
ARRB2,"arrestin, beta 2"
ATF1,activating transcription factor 1
ATF2,activating transcription factor 2
ATF3,activating transcription factor 3
ATF4,activating transcription factor 4
ATF6,activating transcription factor 6
ATM,ATM serine/threonine kinase
ATP6V0C,"ATPase, H+ transporting, lysosomal 16kDa, V0 subunit c"
ATR,ATR serine/threonine kinase
AXIN1,axin 1
BAD,BCL2-associated agonist of cell death
BAX,BCL2-associated X protein
BBC3,BCL2 binding component 3
BCL2,B-cell CLL/lymphoma 2
BCL2L1,BCL2-like 1
BCL2L11,BCL2-like 11 (apoptosis facilitator)
BCR,breakpoint cluster region
BECN1,"beclin 1, autophagy related"
BIRC3,baculoviral IAP repeat containing 3
BIRC5,baculoviral IAP repeat containing 5
BMP2,bone morphogenetic protein 2
BMP4,bone morphogenetic protein 4
BMP6,bone morphogenetic protein 6
BMPR1B,"bone morphogenetic protein receptor, type IB"
BRAF,"B-Raf proto-oncogene, serine/threonine kinase"
BSG,basigin (Ok blood group)
C1QBP,"complement component 1, q subcomponent binding protein"
C3,complement component 3
C5,complement component 5
CA12,carbonic anhydrase XII
CALD1,caldesmon 1
CAMP,cathelicidin antimicrobial peptide
CAPN2,"calpain 2, (m/II) large subunit"
CARD8,"caspase recruitment domain family, member 8"
CASP1,"caspase 1, apoptosis-related cysteine peptidase"
CASP2,"caspase 2, apoptosis-related cysteine peptidase"
CASP3,"caspase 3, apoptosis-related cysteine peptidase"
CASP8,"caspase 8, apoptosis-related cysteine peptidase"
CASR,calcium-sensing receptor
CAV1,"caveolin 1, caveolae protein, 22kDa"
CCAR1,cell division cycle and apoptosis regulator 1
CCDC134,coiled-coil domain containing 134
CCL17,chemokine (C-C motif) ligand 17
CCL2,chemokine (C-C motif) ligand 2
CCL20,chemokine (C-C motif) ligand 20
CCL22,chemokine (C-C motif) ligand 22
CCL27,chemokine (C-C motif) ligand 27
CCL5,chemokine (C-C motif) ligand 5
CCNB1,cyclin B1
CCND1,cyclin D1
CCND2,cyclin D2
CCR1,chemokine (C-C motif) receptor 1
CCR2,chemokine (C-C motif) receptor 2
CCR5,chemokine (C-C motif) receptor 5 (gene/pseudogene)
CCR7,chemokine (C-C motif) receptor 7
CD14,CD14 molecule
CD209,CD209 molecule
CD244,"CD244 molecule, natural killer cell receptor 2B4"
CD38,CD38 molecule
CD40,"CD40 molecule, TNF receptor superfamily member 5"
CD40LG,CD40 ligand
CD44,CD44 molecule (Indian blood group)
CD63,CD63 molecule
CD86,CD86 molecule
CD93,CD93 molecule
CDC20,cell division cycle 20
CDC25B,cell division cycle 25B
CDC42,cell division cycle 42
CDC7,cell division cycle 7
CDH1,"cadherin 1, type 1, E-cadherin (epithelial)"
CDH13,cadherin 13
CDH5,"cadherin 5, type 2 (vascular endothelium)"
CDK4,cyclin-dependent kinase 4
CDK5RAP3,CDK5 regulatory subunit associated protein 3
CDKN1A,"cyclin-dependent kinase inhibitor 1A (p21, Cip1)"
CDKN1C,"cyclin-dependent kinase inhibitor 1C (p57, Kip2)"
CDKN2A,cyclin-dependent kinase inhibitor 2A
CEBPA,"CCAAT/enhancer binding protein (C/EBP), alpha"
CEBPB,"CCAAT/enhancer binding protein (C/EBP), beta"
CEBPG,"CCAAT/enhancer binding protein (C/EBP), gamma"
CENPW,centromere protein W
CERS5,ceramide synthase 5
CFLAR,CASP8 and FADD-like apoptosis regulator
CFTR,"cystic fibrosis transmembrane conductance regulator (ATP-binding cassette sub-family C, member 7)"
CHEK1,checkpoint kinase 1
CHEK2,checkpoint kinase 2
CHFR,"checkpoint with forkhead and ring finger domains, E3 ubiquitin protein ligase"
CHGA,chromogranin A
CHRNA3,"cholinergic receptor, nicotinic, alpha 3 (neuronal)"
CHTF18,"CTF18, chromosome transmission fidelity factor 18 homolog (S. cerevisiae)"
CHTF8,"CTF8, chromosome transmission fidelity factor 8 homolog (S. cerevisiae)"
CLDN7,claudin 7
CLEC2D,"C-type lectin domain family 2, member D"
CMA1,"chymase 1, mast cell"
CNR1,cannabinoid receptor 1 (brain)
CNR2,cannabinoid receptor 2 (macrophage)
CNTROB,"centrobin, centrosomal BRCA2 interacting protein"
CREB1,cAMP responsive element binding protein 1
CREG1,cellular repressor of E1A-stimulated genes 1
CRP,"C-reactive protein, pentraxin-related"
CRTC1,CREB regulated transcription coactivator 1
CSF2,colony stimulating factor 2 (granulocyte-macrophage)
CSF3,colony stimulating factor 3 (granulocyte)
CSK,c-src tyrosine kinase
CSNK2A1,"casein kinase 2, alpha 1 polypeptide"
CTGF,connective tissue growth factor
CTSB,cathepsin B
CTSK,cathepsin K
CX3CL1,chemokine (C-X3-C motif) ligand 1
CXCL1,"chemokine (C-X-C motif) ligand 1 (melanoma growth stimulating activity, alpha)"
CXCL12,chemokine (C-X-C motif) ligand 12
CXCL14,chemokine (C-X-C motif) ligand 14
CXCL8,chemokine (C-X-C motif) ligand 8
CXCR1,chemokine (C-X-C motif) receptor 1
CXCR2,chemokine (C-X-C motif) receptor 2
CXCR4,chemokine (C-X-C motif) receptor 4
CYBB,"cytochrome b-245, beta polypeptide"
CYCS,"cytochrome c, somatic"
CYP2B6,"cytochrome P450, family 2, subfamily B, polypeptide 6"
CYR61,"cysteine-rich, angiogenic inducer, 61"
DCTN1,dynactin 1
DDB2,"damage-specific DNA binding protein 2, 48kDa"
DDR1,discoidin domain receptor tyrosine kinase 1
DDR2,discoidin domain receptor tyrosine kinase 2
DDX58,DEAD (Asp-Glu-Ala-Asp) box polypeptide 58
DEFB103A,"defensin, beta 103A"
DEFB4A,"defensin, beta 4A"
DIABLO,"diablo, IAP-binding mitochondrial protein"
DLG1,"discs, large homolog 1 (Drosophila)"
DMP1,dentin matrix acidic phosphoprotein 1
DNAH11,"dynein, axonemal, heavy chain 11"
DNAJC3,"DnaJ (Hsp40) homolog, subfamily C, member 3"
DSCC1,DNA replication and sister chromatid cohesion 1
DUSP1,dual specificity phosphatase 1
DUSP10,dual specificity phosphatase 10
DUSP16,dual specificity phosphatase 16
DUSP23,dual specificity phosphatase 23
DUSP26,dual specificity phosphatase 26 (putative)
DYRK1B,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1B
E2F1,E2F transcription factor 1
EDN1,endothelin 1
EEA1,early endosome antigen 1
EGF,epidermal growth factor
EGFR,epidermal growth factor receptor
EGR1,early growth response 1
EHF,ets homologous factor
EIF1AX,"eukaryotic translation initiation factor 1A, X-linked"
EIF2AK2,eukaryotic translation initiation factor 2-alpha kinase 2
EIF4EBP1,eukaryotic translation initiation factor 4E binding protein 1
ELANE,"elastase, neutrophil expressed"
ELAVL1,ELAV like RNA binding protein 1
ENPP2,ectonucleotide pyrophosphatase/phosphodiesterase 2
EP300,E1A binding protein p300
EPS15,epidermal growth factor receptor pathway substrate 15
ERBB2,erb-b2 receptor tyrosine kinase 2
ERCC1,excision repair cross-complementation group 1
ERP29,endoplasmic reticulum protein 29
ESR2,estrogen receptor 2 (ER beta)
ETS1,v-ets avian erythroblastosis virus E26 oncogene homolog 1
ETV1,ets variant 1
ETV6,ets variant 6
EXOC4,exocyst complex component 4
F11R,F11 receptor
F2RL1,coagulation factor II (thrombin) receptor-like 1
F3,"coagulation factor III (thromboplastin, tissue factor)"
FAS,Fas cell surface death receptor
FASLG,"Fas ligand (TNF superfamily, member 6)"
FASN,fatty acid synthase
FCER2,"Fc fragment of IgE, low affinity II, receptor for (CD23)"
FDPS,farnesyl diphosphate synthase
FGF2,fibroblast growth factor 2 (basic)
FGF7,fibroblast growth factor 7
FLNA,"filamin A, alpha"
FLOT1,flotillin 1
FLOT2,flotillin 2
FLT4,fms-related tyrosine kinase 4
FN1,fibronectin 1
FOS,FBJ murine osteosarcoma viral oncogene homolog
FOXO1,forkhead box O1
FOXO3,forkhead box O3
FPR2,formyl peptide receptor 2
GADD45A,"growth arrest and DNA-damage-inducible, alpha"
GADD45B,"growth arrest and DNA-damage-inducible, beta"
GADD45G,"growth arrest and DNA-damage-inducible, gamma"
GATA1,GATA binding protein 1 (globin transcription factor 1)
GATA3,GATA binding protein 3
GC,group-specific component (vitamin D binding protein)
GCK,glucokinase (hexokinase 4)
GCLM,"glutamate-cysteine ligase, modifier subunit"
GDF15,growth differentiation factor 15
GDF2,growth differentiation factor 2
GFAP,glial fibrillary acidic protein
GH1,growth hormone 1
GIP,gastric inhibitory polypeptide
GJA1,"gap junction protein, alpha 1, 43kDa"
GNAQ,"guanine nucleotide binding protein (G protein), q polypeptide"
GNB1,"guanine nucleotide binding protein (G protein), beta polypeptide 1"
GNGT1,"guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 1"
GPC6,glypican 6
GRAP2,GRB2-related adaptor protein 2
GRB2,growth factor receptor-bound protein 2
GRPR,gastrin-releasing peptide receptor
GSK3B,glycogen synthase kinase 3 beta
GSN,gelsolin
GSTA1,glutathione S-transferase alpha 1
GSTP1,glutathione S-transferase pi 1
H2AFX,"H2A histone family, member X"
HAS2,hyaluronan synthase 2
HBB,"hemoglobin, beta"
HBEGF,heparin-binding EGF-like growth factor
HBG1,"hemoglobin, gamma A"
HBP1,HMG-box transcription factor 1
HCK,"HCK proto-oncogene, Src family tyrosine kinase"
HCRTR1,hypocretin (orexin) receptor 1
HCRTR2,hypocretin (orexin) receptor 2
HDAC6,histone deacetylase 6
HGF,hepatocyte growth factor (hepapoietin A; scatter factor)
HIF1A,"hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)"
HMGB1,high mobility group box 1
HMOX1,heme oxygenase 1
HNRNPA1,heterogeneous nuclear ribonucleoprotein A1
HNRNPD,"heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa)"
HRAS,Harvey rat sarcoma viral oncogene homolog
HRH1,histamine receptor H1
HRH4,histamine receptor H4
HSD11B1,hydroxysteroid (11-beta) dehydrogenase 1
HSD3B1,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1"
HSD3B2,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2"
HSF4,heat shock transcription factor 4
HSPA8,heat shock 70kDa protein 8
HSPB1,heat shock 27kDa protein 1
HSPB2,heat shock 27kDa protein 2
HTATIP2,"HIV-1 Tat interactive protein 2, 30kDa"
HTR3A,"5-hydroxytryptamine (serotonin) receptor 3A, ionotropic"
HTRA2,HtrA serine peptidase 2
ICAM1,intercellular adhesion molecule 1
ICAM3,intercellular adhesion molecule 3
IDO1,"indoleamine 2,3-dioxygenase 1"
IFN1@,"interferon, type 1, cluster"
IFNAR1,"interferon (alpha, beta and omega) receptor 1"
IFNB1,"interferon, beta 1, fibroblast"
IFNG,"interferon, gamma"
IFNL2,"interferon, lambda 2"
IGF1,insulin-like growth factor 1 (somatomedin C)
IGF1R,insulin-like growth factor 1 receptor
IGF2,insulin-like growth factor 2
IGFBP4,insulin-like growth factor binding protein 4
IGFBP6,insulin-like growth factor binding protein 6
IKBKB,"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta"
IKBKG,"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma"
IL10,interleukin 10
IL11,interleukin 11
IL12B,interleukin 12B
IL13,interleukin 13
IL17A,interleukin 17A
IL17RA,interleukin 17 receptor A
IL17RD,interleukin 17 receptor D
IL18,interleukin 18
IL1A,"interleukin 1, alpha"
IL1B,"interleukin 1, beta"
IL2,interleukin 2
IL20,interleukin 20
IL22,interleukin 22
IL23A,"interleukin 23, alpha subunit p19"
IL24,interleukin 24
IL25,interleukin 25
IL27,interleukin 27
IL32,interleukin 32
IL4,interleukin 4
IL6,interleukin 6
IL6ST,interleukin 6 signal transducer
ING4,"inhibitor of growth family, member 4"
INHBA,"inhibin, beta A"
IRAK1,interleukin-1 receptor-associated kinase 1
IRAK3,interleukin-1 receptor-associated kinase 3
IRF3,interferon regulatory factor 3
ITGA2,"integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)"
ITGA4,"integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)"
ITGA5,"integrin, alpha 5 (fibronectin receptor, alpha polypeptide)"
ITGAM,"integrin, alpha M (complement component 3 receptor 3 subunit)"
ITGAV,"integrin, alpha V"
ITGB1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"
ITGB2,"integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)"
ITGB3,"integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)"
ITGB6,"integrin, beta 6"
ITGB8,"integrin, beta 8"
ITPR1,"inositol 1,4,5-trisphosphate receptor, type 1"
IVL,involucrin
JAK2,Janus kinase 2
JUN,jun proto-oncogene
KAT2B,K(lysine) acetyltransferase 2B
KAT5,K(lysine) acetyltransferase 5
KCNB1,"potassium channel, voltage gated Shab related subfamily B, member 1"
KDR,kinase insert domain receptor
KISS1,KiSS-1 metastasis-suppressor
KLK1,kallikrein 1
KNG1,kininogen 1
KRAS,Kirsten rat sarcoma viral oncogene homolog
